entrez_gene_symbol	gene_long_name	category_sources	category
LIPT1	LIPOYLTRANSFERASE 1	Pharos	ENZYME
BRCA2	BRCA2, DNA REPAIR ASSOCIATED	FoundationOneGenes,CIViC,Tempus,Oncomine,MskImpact,CarisMolecularIntelligence	CLINICALLY ACTIONABLE
MCCC1	METHYLCROTONOYL-COA CARBOXYLASE 1	Pharos,HumanProteinAtlas	ENZYME
ZNF398	ZINC FINGER PROTEIN 398	Pharos	TRANSCRIPTION FACTOR
SLC13A1	SOLUTE CARRIER FAMILY 13 MEMBER 1	GuideToPharmacology	TRANSPORTER
SLC13A1	SOLUTE CARRIER FAMILY 13 MEMBER 1	HingoraniCasas	DRUGGABLE GENOME
SERPING1	SERPIN FAMILY G MEMBER 1	HingoraniCasas,HopkinsGroom,RussLampel	DRUGGABLE GENOME
SERPING1	SERPIN FAMILY G MEMBER 1	HopkinsGroom,dGene	PROTEASE INHIBITOR
FGFR4	FIBROBLAST GROWTH FACTOR RECEPTOR 4	CarisMolecularIntelligence,FoundationOneGenes,Oncomine,Tempus,MskImpact	CLINICALLY ACTIONABLE
FGFR4	FIBROBLAST GROWTH FACTOR RECEPTOR 4	HopkinsGroom,Pharos,dGene	KINASE
FGFR4	FIBROBLAST GROWTH FACTOR RECEPTOR 4	HopkinsGroom,RussLampel,HingoraniCasas	DRUGGABLE GENOME
FGFR4	FIBROBLAST GROWTH FACTOR RECEPTOR 4	Pharos	ENZYME
FGFR4	FIBROBLAST GROWTH FACTOR RECEPTOR 4	CIViC	DRUG RESISTANCE
FGFR4	FIBROBLAST GROWTH FACTOR RECEPTOR 4	dGene	TYROSINE KINASE
ANOS1	ANOSMIN 1	HingoraniCasas	DRUGGABLE GENOME
ANOS1	ANOSMIN 1	dGene	PROTEASE INHIBITOR
ANOS1	ANOSMIN 1	GO	CELL SURFACE
NMT2	N-MYRISTOYLTRANSFERASE 2	HopkinsGroom,RussLampel	DRUGGABLE GENOME
PLA2G2F	PHOSPHOLIPASE A2 GROUP IIF	HingoraniCasas,HopkinsGroom,RussLampel	DRUGGABLE GENOME
PLA2G2F	PHOSPHOLIPASE A2 GROUP IIF	HopkinsGroom	PHOSPHOLIPASE
PLA2G2F	PHOSPHOLIPASE A2 GROUP IIF	GuideToPharmacology	ENZYME
TGFBR2	TRANSFORMING GROWTH FACTOR BETA RECEPTOR 2	dGene,Pharos	KINASE
TGFBR2	TRANSFORMING GROWTH FACTOR BETA RECEPTOR 2	dGene,GO	SERINE THREONINE KINASE
TGFBR2	TRANSFORMING GROWTH FACTOR BETA RECEPTOR 2	HingoraniCasas,RussLampel	DRUGGABLE GENOME
TGFBR2	TRANSFORMING GROWTH FACTOR BETA RECEPTOR 2	Tempus,MskImpact,CarisMolecularIntelligence,FoundationOneGenes	CLINICALLY ACTIONABLE
TGFBR2	TRANSFORMING GROWTH FACTOR BETA RECEPTOR 2	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
TGFBR2	TRANSFORMING GROWTH FACTOR BETA RECEPTOR 2	HumanProteinAtlas	ENZYME
MCCC2	METHYLCROTONOYL-COA CARBOXYLASE 2	Pharos,HumanProteinAtlas	ENZYME
MCCC2	METHYLCROTONOYL-COA CARBOXYLASE 2	RussLampel,HopkinsGroom	DRUGGABLE GENOME
TNFSF12	TNF SUPERFAMILY MEMBER 12	HingoraniCasas	DRUGGABLE GENOME
AOC2	AMINE OXIDASE, COPPER CONTAINING 2	HingoraniCasas	DRUGGABLE GENOME
OR11H7	OLFACTORY RECEPTOR FAMILY 11 SUBFAMILY H MEMBER 7 (GENE/PSEUDOGENE)	Pharos,dGene,HopkinsGroom	G PROTEIN COUPLED RECEPTOR
OR11H7	OLFACTORY RECEPTOR FAMILY 11 SUBFAMILY H MEMBER 7 (GENE/PSEUDOGENE)	HopkinsGroom	DRUGGABLE GENOME
TUBAL3	TUBULIN ALPHA LIKE 3	HingoraniCasas,RussLampel,HopkinsGroom	DRUGGABLE GENOME
ZNF423	ZINC FINGER PROTEIN 423	Pharos	TRANSCRIPTION FACTOR
AMBP	ALPHA-1-MICROGLOBULIN/BIKUNIN PRECURSOR	dGene	PROTEASE INHIBITOR
AMBP	ALPHA-1-MICROGLOBULIN/BIKUNIN PRECURSOR	GO	CELL SURFACE
AMBP	ALPHA-1-MICROGLOBULIN/BIKUNIN PRECURSOR	HingoraniCasas	DRUGGABLE GENOME
KAT6B	LYSINE ACETYLTRANSFERASE 6B	CarisMolecularIntelligence	CLINICALLY ACTIONABLE
KAT6B	LYSINE ACETYLTRANSFERASE 6B	GuideToPharmacology,HumanProteinAtlas	ENZYME
PYROXD1	PYRIDINE NUCLEOTIDE-DISULPHIDE OXIDOREDUCTASE DOMAIN 1	RussLampel	DRUGGABLE GENOME
PTP4A3	PROTEIN TYROSINE PHOSPHATASE TYPE IVA, MEMBER 3	RussLampel,HopkinsGroom	DRUGGABLE GENOME
PTP4A3	PROTEIN TYROSINE PHOSPHATASE TYPE IVA, MEMBER 3	dGene,HopkinsGroom	PROTEIN PHOSPHATASE
NOS2	NITRIC OXIDE SYNTHASE 2	HopkinsGroom,HingoraniCasas,RussLampel	DRUGGABLE GENOME
NOS2	NITRIC OXIDE SYNTHASE 2	GuideToPharmacology	ENZYME
ARGFX	ARGININE-FIFTY HOMEOBOX	Pharos	TRANSCRIPTION FACTOR
CA1	CARBONIC ANHYDRASE 1	HopkinsGroom,HingoraniCasas,RussLampel	DRUGGABLE GENOME
CA1	CARBONIC ANHYDRASE 1	GuideToPharmacology	ENZYME
CALHM6	CALCIUM HOMEOSTASIS MODULATOR FAMILY MEMBER 6	IDG,Pharos	ION CHANNEL
TPM3	TROPOMYOSIN 3	Pharos	KINASE
TPM3	TROPOMYOSIN 3	CarisMolecularIntelligence,FoundationOneGenes	CLINICALLY ACTIONABLE
PARG	POLY(ADP-RIBOSE) GLYCOHYDROLASE	Pharos	ENZYME
TNFRSF1B	TNF RECEPTOR SUPERFAMILY MEMBER 1B	HingoraniCasas	DRUGGABLE GENOME
PIR	PIRIN	Pharos	TRANSCRIPTION FACTOR
OR14C36	OLFACTORY RECEPTOR FAMILY 14 SUBFAMILY C MEMBER 36	HopkinsGroom,RussLampel	DRUGGABLE GENOME
OR14C36	OLFACTORY RECEPTOR FAMILY 14 SUBFAMILY C MEMBER 36	HopkinsGroom,dGene,GO,Pharos	G PROTEIN COUPLED RECEPTOR
CSK	C-TERMINAL SRC KINASE	BaderLabGenes,Pharos,HopkinsGroom,dGene	KINASE
CSK	C-TERMINAL SRC KINASE	HopkinsGroom,RussLampel,HingoraniCasas	DRUGGABLE GENOME
CSK	C-TERMINAL SRC KINASE	GuideToPharmacology	ENZYME
CSK	C-TERMINAL SRC KINASE	dGene,GO	TYROSINE KINASE
HOGA1	4-HYDROXY-2-OXOGLUTARATE ALDOLASE 1	Pharos,HumanProteinAtlas	ENZYME
FSTL1	FOLLISTATIN LIKE 1	HingoraniCasas	DRUGGABLE GENOME
CARD8	CASPASE RECRUITMENT DOMAIN FAMILY MEMBER 8	Pharos	TRANSCRIPTION FACTOR
CARD8	CASPASE RECRUITMENT DOMAIN FAMILY MEMBER 8	dGene	PROTEASE INHIBITOR
CARD8	CASPASE RECRUITMENT DOMAIN FAMILY MEMBER 8	GO	PROTEASE
CNNM1	CYCLIN AND CBS DOMAIN DIVALENT METAL CATION TRANSPORT MEDIATOR 1	Pharos	TRANSPORTER
FKBP11	FK506 BINDING PROTEIN 11	HingoraniCasas,RussLampel,HopkinsGroom	DRUGGABLE GENOME
SKP1	S-PHASE KINASE ASSOCIATED PROTEIN 1	Pharos	KINASE
MYPOP	MYB RELATED TRANSCRIPTION FACTOR, PARTNER OF PROFILIN	Pharos	TRANSCRIPTION FACTOR
MADD	MAP KINASE ACTIVATING DEATH DOMAIN	GO	TUMOR SUPPRESSOR
MADD	MAP KINASE ACTIVATING DEATH DOMAIN	Pharos	KINASE
GHRH	GROWTH HORMONE RELEASING HORMONE	HingoraniCasas	DRUGGABLE GENOME
OR10R3P	OLFACTORY RECEPTOR FAMILY 10 SUBFAMILY R MEMBER 3 PSEUDOGENE	dGene	G PROTEIN COUPLED RECEPTOR
OR10R3P	OLFACTORY RECEPTOR FAMILY 10 SUBFAMILY R MEMBER 3 PSEUDOGENE	RussLampel	DRUGGABLE GENOME
NEDD8	NEURAL PRECURSOR CELL EXPRESSED, DEVELOPMENTALLY DOWN-REGULATED 8	Pharos	ENZYME
CFLAR	CASP8 AND FADD LIKE APOPTOSIS REGULATOR	CIViC	DRUG RESISTANCE
CFLAR	CASP8 AND FADD LIKE APOPTOSIS REGULATOR	RussLampel,HopkinsGroom	DRUGGABLE GENOME
CFLAR	CASP8 AND FADD LIKE APOPTOSIS REGULATOR	HopkinsGroom	PROTEASE
CHKB	CHOLINE KINASE BETA	Pharos	KINASE
CHKB	CHOLINE KINASE BETA	Pharos	ENZYME
KCNT1	POTASSIUM SODIUM-ACTIVATED CHANNEL SUBFAMILY T MEMBER 1	HumanProteinAtlas,Pharos,GuideToPharmacology,BaderLabGenes	ION CHANNEL
KCNT1	POTASSIUM SODIUM-ACTIVATED CHANNEL SUBFAMILY T MEMBER 1	HumanProteinAtlas	TRANSPORTER
KCNT1	POTASSIUM SODIUM-ACTIVATED CHANNEL SUBFAMILY T MEMBER 1	HingoraniCasas,RussLampel	DRUGGABLE GENOME
ZNF253	ZINC FINGER PROTEIN 253	Pharos	TRANSCRIPTION FACTOR
RET	RET PROTO-ONCOGENE	RussLampel,HingoraniCasas,HopkinsGroom	DRUGGABLE GENOME
RET	RET PROTO-ONCOGENE	BaderLabGenes,HopkinsGroom,dGene,Pharos	KINASE
RET	RET PROTO-ONCOGENE	MskImpact,FoundationOneGenes,CarisMolecularIntelligence,Oncomine,Tempus	CLINICALLY ACTIONABLE
RET	RET PROTO-ONCOGENE	GO,dGene	TYROSINE KINASE
RET	RET PROTO-ONCOGENE	CIViC	DRUG RESISTANCE
GLUL	GLUTAMATE-AMMONIA LIGASE	HumanProteinAtlas,Pharos	ENZYME
GLUL	GLUTAMATE-AMMONIA LIGASE	HingoraniCasas	DRUGGABLE GENOME
LINGO1	LEUCINE RICH REPEAT AND IG DOMAIN CONTAINING 1	HingoraniCasas	DRUGGABLE GENOME
SLC25A30	SOLUTE CARRIER FAMILY 25 MEMBER 30	Pharos,GuideToPharmacology	TRANSPORTER
SLC25A30	SOLUTE CARRIER FAMILY 25 MEMBER 30	RussLampel	DRUGGABLE GENOME
LIPC	LIPASE C, HEPATIC TYPE	Pharos,HumanProteinAtlas	ENZYME
LIPC	LIPASE C, HEPATIC TYPE	GO	PHOSPHOLIPASE
LIPC	LIPASE C, HEPATIC TYPE	HopkinsGroom	LIPASE
LIPC	LIPASE C, HEPATIC TYPE	HopkinsGroom,RussLampel,HingoraniCasas	DRUGGABLE GENOME
AGBL2	ATP/GTP BINDING PROTEIN LIKE 2	HopkinsGroom,RussLampel	DRUGGABLE GENOME
AGBL2	ATP/GTP BINDING PROTEIN LIKE 2	HopkinsGroom,dGene	PROTEASE
SERPINA5	SERPIN FAMILY A MEMBER 5	dGene,HopkinsGroom	PROTEASE INHIBITOR
SERPINA5	SERPIN FAMILY A MEMBER 5	Pharos	ENZYME
SERPINA5	SERPIN FAMILY A MEMBER 5	RussLampel,HopkinsGroom,HingoraniCasas	DRUGGABLE GENOME
SERPINA5	SERPIN FAMILY A MEMBER 5	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
KLK4	KALLIKREIN RELATED PEPTIDASE 4	dGene,HopkinsGroom	PROTEASE
KLK4	KALLIKREIN RELATED PEPTIDASE 4	RussLampel,HopkinsGroom,HingoraniCasas	DRUGGABLE GENOME
KLK4	KALLIKREIN RELATED PEPTIDASE 4	HumanProteinAtlas,GuideToPharmacology	ENZYME
PTGDR2	PROSTAGLANDIN D2 RECEPTOR 2	GO,HopkinsGroom,dGene,GuideToPharmacology	G PROTEIN COUPLED RECEPTOR
PTGDR2	PROSTAGLANDIN D2 RECEPTOR 2	HopkinsGroom,RussLampel,HingoraniCasas	DRUGGABLE GENOME
PTGDR2	PROSTAGLANDIN D2 RECEPTOR 2	Pharos	KINASE
F11R	F11 RECEPTOR	HingoraniCasas,RussLampel	DRUGGABLE GENOME
CSNK2B	CASEIN KINASE 2 BETA	Pharos	KINASE
CSNK2B	CASEIN KINASE 2 BETA	Pharos,GuideToPharmacology	ENZYME
CSNK2B	CASEIN KINASE 2 BETA	GO	SERINE THREONINE KINASE
GABRA1	GAMMA-AMINOBUTYRIC ACID TYPE A RECEPTOR ALPHA1 SUBUNIT	HopkinsGroom,Pharos,GuideToPharmacology	ION CHANNEL
GABRA1	GAMMA-AMINOBUTYRIC ACID TYPE A RECEPTOR ALPHA1 SUBUNIT	HopkinsGroom,HingoraniCasas,RussLampel	DRUGGABLE GENOME
CBR1	CARBONYL REDUCTASE 1	RussLampel,HingoraniCasas,HopkinsGroom	DRUGGABLE GENOME
CBR1	CARBONYL REDUCTASE 1	HopkinsGroom	SHORT CHAIN DEHYDROGENASE REDUCTASE
CBR1	CARBONYL REDUCTASE 1	GuideToPharmacology	ENZYME
GPC1	GLYPICAN 1	GO	CELL SURFACE
GPC1	GLYPICAN 1	HingoraniCasas	DRUGGABLE GENOME
USP15	UBIQUITIN SPECIFIC PEPTIDASE 15	dGene	PROTEASE
USP15	UBIQUITIN SPECIFIC PEPTIDASE 15	Pharos	TRANSCRIPTION FACTOR
USP15	UBIQUITIN SPECIFIC PEPTIDASE 15	Pharos	ENZYME
OR1F2P	OLFACTORY RECEPTOR FAMILY 1 SUBFAMILY F MEMBER 2 PSEUDOGENE	dGene,Pharos,GO	G PROTEIN COUPLED RECEPTOR
DBH	DOPAMINE BETA-HYDROXYLASE	Pharos,GuideToPharmacology	ENZYME
DBH	DOPAMINE BETA-HYDROXYLASE	HopkinsGroom,HingoraniCasas,RussLampel	DRUGGABLE GENOME
RFWD3	RING FINGER AND WD REPEAT DOMAIN 3	HumanProteinAtlas	ENZYME
TNFAIP2	TNF ALPHA INDUCED PROTEIN 2	HingoraniCasas	DRUGGABLE GENOME
APBB2	AMYLOID BETA PRECURSOR PROTEIN BINDING FAMILY B MEMBER 2	GO	TRANSCRIPTION FACTOR BINDING
OR2T33	OLFACTORY RECEPTOR FAMILY 2 SUBFAMILY T MEMBER 33	dGene,HopkinsGroom,Pharos,GO	G PROTEIN COUPLED RECEPTOR
OR2T33	OLFACTORY RECEPTOR FAMILY 2 SUBFAMILY T MEMBER 33	RussLampel,HopkinsGroom	DRUGGABLE GENOME
SPI1	SPI-1 PROTO-ONCOGENE	GO	TRANSCRIPTION FACTOR COMPLEX
SPI1	SPI-1 PROTO-ONCOGENE	Pharos	TRANSCRIPTION FACTOR
MTRNR2L10	MT-RNR2-LIKE 10	HingoraniCasas	DRUGGABLE GENOME
IGKV1-39	IMMUNOGLOBULIN KAPPA VARIABLE 1-39 (GENE/PSEUDOGENE)	HingoraniCasas	DRUGGABLE GENOME
ADCY1	ADENYLATE CYCLASE 1	RussLampel,HingoraniCasas,HopkinsGroom	DRUGGABLE GENOME
ADCY1	ADENYLATE CYCLASE 1	HumanProteinAtlas,GuideToPharmacology	ENZYME
MED17	MEDIATOR COMPLEX SUBUNIT 17	Pharos	TRANSCRIPTION FACTOR
MED17	MEDIATOR COMPLEX SUBUNIT 17	GO	TRANSCRIPTION FACTOR COMPLEX
COPA	COATOMER PROTEIN COMPLEX SUBUNIT ALPHA	GO	HORMONE ACTIVITY
COPA	COATOMER PROTEIN COMPLEX SUBUNIT ALPHA	HingoraniCasas	DRUGGABLE GENOME
IGHV4-39	IMMUNOGLOBULIN HEAVY VARIABLE 4-39	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
DNAJB11	DNAJ HEAT SHOCK PROTEIN FAMILY (HSP40) MEMBER B11	HingoraniCasas	DRUGGABLE GENOME
STN1	STN1, CST COMPLEX SUBUNIT	Pharos	ENZYME
ATG10	AUTOPHAGY RELATED 10	Pharos	ENZYME
C2ORF83	CHROMOSOME 2 OPEN READING FRAME 83	Pharos	TRANSPORTER
OR51D1	OLFACTORY RECEPTOR FAMILY 51 SUBFAMILY D MEMBER 1	HopkinsGroom,RussLampel	DRUGGABLE GENOME
OR51D1	OLFACTORY RECEPTOR FAMILY 51 SUBFAMILY D MEMBER 1	HopkinsGroom,GO,Pharos,dGene	G PROTEIN COUPLED RECEPTOR
KRT19	KERATIN 19	HingoraniCasas	DRUGGABLE GENOME
PKD1L3	POLYCYSTIN 1 LIKE 3, TRANSIENT RECEPTOR POTENTIAL CHANNEL INTERACTING	GO	CELL SURFACE
PKD1L3	POLYCYSTIN 1 LIKE 3, TRANSIENT RECEPTOR POTENTIAL CHANNEL INTERACTING	RussLampel	DRUGGABLE GENOME
PKD1L3	POLYCYSTIN 1 LIKE 3, TRANSIENT RECEPTOR POTENTIAL CHANNEL INTERACTING	IDG,Pharos	ION CHANNEL
PKD1L3	POLYCYSTIN 1 LIKE 3, TRANSIENT RECEPTOR POTENTIAL CHANNEL INTERACTING	Pharos	G PROTEIN COUPLED RECEPTOR
B4GALT6	BETA-1,4-GALACTOSYLTRANSFERASE 6	Pharos	ENZYME
SLC50A1	SOLUTE CARRIER FAMILY 50 MEMBER 1	Pharos	TRANSPORTER
GFRAL	GDNF FAMILY RECEPTOR ALPHA LIKE	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
PTGDR	PROSTAGLANDIN D2 RECEPTOR	HingoraniCasas,RussLampel,HopkinsGroom	DRUGGABLE GENOME
PTGDR	PROSTAGLANDIN D2 RECEPTOR	HopkinsGroom,GuideToPharmacology,dGene,HumanProteinAtlas,Pharos	G PROTEIN COUPLED RECEPTOR
MATK	MEGAKARYOCYTE-ASSOCIATED TYROSINE KINASE	Pharos,dGene,HopkinsGroom	KINASE
MATK	MEGAKARYOCYTE-ASSOCIATED TYROSINE KINASE	GO,dGene	TYROSINE KINASE
MATK	MEGAKARYOCYTE-ASSOCIATED TYROSINE KINASE	HingoraniCasas,HopkinsGroom,RussLampel	DRUGGABLE GENOME
MATK	MEGAKARYOCYTE-ASSOCIATED TYROSINE KINASE	GuideToPharmacology	ENZYME
CNKSR2	CONNECTOR ENHANCER OF KINASE SUPPRESSOR OF RAS 2	Pharos	KINASE
BCAR1	BCAR1, CAS FAMILY SCAFFOLDING PROTEIN	Pharos	KINASE
IGHV3-30-5	IMMUNOGLOBULIN HEAVY VARIABLE 3-30-5	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
IGHV3-11	IMMUNOGLOBULIN HEAVY VARIABLE 3-11 (GENE/PSEUDOGENE)	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
PPL	PERIPLAKIN	Pharos	KINASE
RB1CC1	RB1 INDUCIBLE COILED-COIL 1	Pharos	KINASE
RB1CC1	RB1 INDUCIBLE COILED-COIL 1	Pharos	TRANSCRIPTION FACTOR
DIS3L2	DIS3 LIKE 3'-5' EXORIBONUCLEASE 2	Tempus	CLINICALLY ACTIONABLE
OR4C15	OLFACTORY RECEPTOR FAMILY 4 SUBFAMILY C MEMBER 15	HopkinsGroom,RussLampel	DRUGGABLE GENOME
OR4C15	OLFACTORY RECEPTOR FAMILY 4 SUBFAMILY C MEMBER 15	HopkinsGroom,GO,dGene,Pharos	G PROTEIN COUPLED RECEPTOR
CNTN4	CONTACTIN 4	HingoraniCasas	DRUGGABLE GENOME
NIPAL4	NIPA LIKE DOMAIN CONTAINING 4	GuideToPharmacology,Pharos,HumanProteinAtlas	TRANSPORTER
AADAC	ARYLACETAMIDE DEACETYLASE	RussLampel	DRUGGABLE GENOME
HSD11B1L	HYDROXYSTEROID 11-BETA DEHYDROGENASE 1 LIKE	HopkinsGroom,RussLampel	DRUGGABLE GENOME
HSD11B1L	HYDROXYSTEROID 11-BETA DEHYDROGENASE 1 LIKE	HopkinsGroom	SHORT CHAIN DEHYDROGENASE REDUCTASE
HSD11B1L	HYDROXYSTEROID 11-BETA DEHYDROGENASE 1 LIKE	Pharos	ENZYME
E2F3	E2F TRANSCRIPTION FACTOR 3	Pharos	TRANSCRIPTION FACTOR
E2F3	E2F TRANSCRIPTION FACTOR 3	MskImpact	CLINICALLY ACTIONABLE
TPTE2	TRANSMEMBRANE PHOSPHOINOSITIDE 3-PHOSPHATASE AND TENSIN HOMOLOG 2	HopkinsGroom	ION CHANNEL
TPTE2	TRANSMEMBRANE PHOSPHOINOSITIDE 3-PHOSPHATASE AND TENSIN HOMOLOG 2	HopkinsGroom	DRUGGABLE GENOME
TPTE2	TRANSMEMBRANE PHOSPHOINOSITIDE 3-PHOSPHATASE AND TENSIN HOMOLOG 2	dGene	PTEN FAMILY
TRBV16	T-CELL RECEPTOR BETA VARIABLE 16 (GENE/PSEUDOGENE)	Pharos	KINASE
TRBV16	T-CELL RECEPTOR BETA VARIABLE 16 (GENE/PSEUDOGENE)	Pharos	TRANSCRIPTION FACTOR
SLC35C2	SOLUTE CARRIER FAMILY 35 MEMBER C2	Pharos,GuideToPharmacology	TRANSPORTER
TREX2	THREE PRIME REPAIR EXONUCLEASE 2	GO	DNA REPAIR
TRAV9-1	T CELL RECEPTOR ALPHA VARIABLE 9-1	Pharos	TRANSCRIPTION FACTOR
TRAV9-1	T CELL RECEPTOR ALPHA VARIABLE 9-1	Pharos	KINASE
RASA4	RAS P21 PROTEIN ACTIVATOR 4	Pharos	KINASE
PRR14	PROLINE RICH 14	Pharos	TRANSCRIPTION FACTOR
MAPKAPK3	MITOGEN-ACTIVATED PROTEIN KINASE-ACTIVATED PROTEIN KINASE 3	GuideToPharmacology,HumanProteinAtlas	ENZYME
MAPKAPK3	MITOGEN-ACTIVATED PROTEIN KINASE-ACTIVATED PROTEIN KINASE 3	dGene,HopkinsGroom,Pharos	KINASE
MAPKAPK3	MITOGEN-ACTIVATED PROTEIN KINASE-ACTIVATED PROTEIN KINASE 3	dGene,GO	SERINE THREONINE KINASE
MAPKAPK3	MITOGEN-ACTIVATED PROTEIN KINASE-ACTIVATED PROTEIN KINASE 3	HopkinsGroom,HingoraniCasas,RussLampel	DRUGGABLE GENOME
MAPKAPK3	MITOGEN-ACTIVATED PROTEIN KINASE-ACTIVATED PROTEIN KINASE 3	Pharos	TRANSCRIPTION FACTOR
OR2Z1	OLFACTORY RECEPTOR FAMILY 2 SUBFAMILY Z MEMBER 1	HopkinsGroom,Pharos,dGene,GO	G PROTEIN COUPLED RECEPTOR
OR2Z1	OLFACTORY RECEPTOR FAMILY 2 SUBFAMILY Z MEMBER 1	HopkinsGroom,RussLampel	DRUGGABLE GENOME
TMEM165	TRANSMEMBRANE PROTEIN 165	GuideToPharmacology,Pharos,HumanProteinAtlas	TRANSPORTER
FCAR	FC FRAGMENT OF IGA RECEPTOR	HingoraniCasas	DRUGGABLE GENOME
HCN3	HYPERPOLARIZATION ACTIVATED CYCLIC NUCLEOTIDE GATED POTASSIUM CHANNEL 3	RussLampel,HopkinsGroom,HingoraniCasas	DRUGGABLE GENOME
HCN3	HYPERPOLARIZATION ACTIVATED CYCLIC NUCLEOTIDE GATED POTASSIUM CHANNEL 3	HopkinsGroom,GuideToPharmacology,Pharos,BaderLabGenes	ION CHANNEL
ELF3	E74 LIKE ETS TRANSCRIPTION FACTOR 3	Tempus	CLINICALLY ACTIONABLE
ELF3	E74 LIKE ETS TRANSCRIPTION FACTOR 3	Pharos	TRANSCRIPTION FACTOR
GRM3	GLUTAMATE METABOTROPIC RECEPTOR 3	dGene,HopkinsGroom,GuideToPharmacology,GO	G PROTEIN COUPLED RECEPTOR
GRM3	GLUTAMATE METABOTROPIC RECEPTOR 3	HopkinsGroom,HingoraniCasas,RussLampel	DRUGGABLE GENOME
GRM3	GLUTAMATE METABOTROPIC RECEPTOR 3	Tempus,FoundationOneGenes	CLINICALLY ACTIONABLE
PDGFRA	PLATELET DERIVED GROWTH FACTOR RECEPTOR ALPHA	dGene	TYROSINE KINASE
PDGFRA	PLATELET DERIVED GROWTH FACTOR RECEPTOR ALPHA	dGene,Pharos,HopkinsGroom	KINASE
PDGFRA	PLATELET DERIVED GROWTH FACTOR RECEPTOR ALPHA	FoundationOneGenes,CarisMolecularIntelligence,CIViC,Tempus,Oncomine	CLINICALLY ACTIONABLE
PDGFRA	PLATELET DERIVED GROWTH FACTOR RECEPTOR ALPHA	HingoraniCasas,RussLampel,HopkinsGroom	DRUGGABLE GENOME
PDGFRA	PLATELET DERIVED GROWTH FACTOR RECEPTOR ALPHA	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
PDGFRA	PLATELET DERIVED GROWTH FACTOR RECEPTOR ALPHA	COSMIC,CIViC	DRUG RESISTANCE
PARS2	PROLYL-TRNA SYNTHETASE 2, MITOCHONDRIAL	Pharos	ENZYME
CLCC1	CHLORIDE CHANNEL CLIC LIKE 1	Pharos,IDG	ION CHANNEL
TFDP3	TRANSCRIPTION FACTOR DP FAMILY MEMBER 3	Pharos	TRANSCRIPTION FACTOR
TFDP3	TRANSCRIPTION FACTOR DP FAMILY MEMBER 3	GO	TRANSCRIPTION FACTOR COMPLEX
SAV1	SALVADOR FAMILY WW DOMAIN CONTAINING PROTEIN 1	Pharos	KINASE
PGM1	PHOSPHOGLUCOMUTASE 1	HumanProteinAtlas,Pharos	ENZYME
PRRT3	PROLINE RICH TRANSMEMBRANE PROTEIN 3	HingoraniCasas	DRUGGABLE GENOME
GPR137	G PROTEIN-COUPLED RECEPTOR 137	GuideToPharmacology,IDG	G PROTEIN COUPLED RECEPTOR
NCF1	NEUTROPHIL CYTOSOLIC FACTOR 1	Pharos	ENZYME
STK11IP	SERINE/THREONINE KINASE 11 INTERACTING PROTEIN	Pharos	KINASE
OBSCN	OBSCURIN, CYTOSKELETAL CALMODULIN AND TITIN-INTERACTING RHOGEF	HingoraniCasas,HopkinsGroom	DRUGGABLE GENOME
OBSCN	OBSCURIN, CYTOSKELETAL CALMODULIN AND TITIN-INTERACTING RHOGEF	GO,dGene	SERINE THREONINE KINASE
OBSCN	OBSCURIN, CYTOSKELETAL CALMODULIN AND TITIN-INTERACTING RHOGEF	HumanProteinAtlas,GuideToPharmacology	ENZYME
OBSCN	OBSCURIN, CYTOSKELETAL CALMODULIN AND TITIN-INTERACTING RHOGEF	dGene,HopkinsGroom,Pharos	KINASE
ITGA8	INTEGRIN SUBUNIT ALPHA 8	HingoraniCasas,HopkinsGroom,RussLampel	DRUGGABLE GENOME
ITGA8	INTEGRIN SUBUNIT ALPHA 8	GO	CELL SURFACE
ITGA8	INTEGRIN SUBUNIT ALPHA 8	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
MCM7	MINICHROMOSOME MAINTENANCE COMPLEX COMPONENT 7	Pharos	KINASE
MCM7	MINICHROMOSOME MAINTENANCE COMPLEX COMPONENT 7	Pharos	ENZYME
USP8	UBIQUITIN SPECIFIC PEPTIDASE 8	Pharos	KINASE
USP8	UBIQUITIN SPECIFIC PEPTIDASE 8	RussLampel,HopkinsGroom	DRUGGABLE GENOME
USP8	UBIQUITIN SPECIFIC PEPTIDASE 8	HumanProteinAtlas	ENZYME
USP8	UBIQUITIN SPECIFIC PEPTIDASE 8	dGene	PROTEASE
TRBV2	T CELL RECEPTOR BETA VARIABLE 2	Pharos	TRANSCRIPTION FACTOR
TRBV2	T CELL RECEPTOR BETA VARIABLE 2	Pharos	KINASE
CASR	CALCIUM SENSING RECEPTOR	HopkinsGroom,HingoraniCasas,RussLampel	DRUGGABLE GENOME
CASR	CALCIUM SENSING RECEPTOR	HopkinsGroom,GuideToPharmacology,GO,dGene	G PROTEIN COUPLED RECEPTOR
CASR	CALCIUM SENSING RECEPTOR	Tempus	CLINICALLY ACTIONABLE
CASR	CALCIUM SENSING RECEPTOR	GO	CELL SURFACE
